fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
882,878,SA-22-Y-A,Informação em levantamento,"099",RIO JARAUÇU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-52.500","-54.000",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,882,250000
883,879,SA-21-Y-B,Informação em levantamento,"096",URUCARÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-57.000","-58,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,883,250000
884,880,SA-21-Y-A,Informação em levantamento,"095",RIO UATUMÃ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-58,4999","-59,9999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,884,250000
885,881,SA-20-Z-A,Informação em levantamento,"093",RIO CARABINANI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-61,4999","-62,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,885,250000
886,882,SA-20-Y-B,Informação em levantamento,"092",RIO JAÚ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-62,9999","-64,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,886,250000
887,883,SA-20-Y-A,Informação em levantamento,"091",LAGO AMANÃ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-64,4999","-65,9999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,887,250000
888,884,SA-19-Z-B,Informação em levantamento,"090",FONTE BOA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,"1976","3074.971","-2.000","-3.000","-65,9999","-67,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,888,250000
889,885,SA-19-Z-A,Informação em levantamento,"089",TONANTINS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-67.500","-69.000",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,889,250000
890,886,SA-19-Y-B,Informação em levantamento,"088",RIO IÇÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-69.000","-70.500",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,890,250000
891,887,SA-23-X-C,Informação em levantamento,"087",CURURUPU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-43.500","-45.000",,,MA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,891,250000
892,888,SA-23-V-D,Informação em levantamento,"086",TURIAÇU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-45.000","-46.500",,,MA_PA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,892,250000
893,889,SA-23-V-C,Informação em levantamento,"085",CASTANHAL,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-46.500","-48.000",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,893,250000
894,890,SA-22-V-D,Informação em levantamento,"082",GURUPÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-51.000","-52.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,894,250000
895,891,SA-20-V-D,Informação em levantamento,"074",RIO UNINI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-62,9999","-64,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,895,250000
896,892,SA-20-V-C,Informação em levantamento,"073",MARAÃ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-64,4999","-65,9999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,896,250000
897,893,SA-19-X-D,Informação em levantamento,"072",JAPURÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-65,9999","-67,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,897,250000
898,894,SA-19-X-C,Informação em levantamento,"071",RIO JAPURA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-67.500","-69.000",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,898,250000
899,895,SA-19-V-D,Informação em levantamento,"070",RIO APAPORIS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3076.567","-1.000","-2.000","-69.000","-70.500",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,899,250000
900,896,SA-23-V-B,Informação em levantamento,"069",BAIA DE EMBORAÍ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-45.000","-46.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,900,250000
901,897,SA-23-V-A,Informação em levantamento,"068",SALINÓPOLIS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-46.500","-48.000",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,901,250000
902,898,SA-22-X-B,Informação em levantamento,"067",SOURE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-48.000","-49.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,902,250000
903,899,SA-22-V-A,Informação em levantamento,"064",MONTE DOURADO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-52.500","-54.000",,,AP_PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,903,250000
904,900,SA-21-X-A,Informação em levantamento,"062",RIO TROMBETAS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-55.500","-57.000",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,904,250000
905,901,SA-20-V-B,Informação em levantamento,"057",RIO ARACÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-62,9999","-64,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,905,250000
906,902,SA-20-V-A,Informação em levantamento,"056",SANTA ISABEL DO RIO NEGRO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-64,4999","-65,9999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,906,250000
907,903,SA-19-X-B,Informação em levantamento,"055",SÃO GABRIEL DA CACHOEIRA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-65,9999","-67,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,907,250000
908,904,SA-19-X-A,Informação em levantamento,"054",RIO CURICURIARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.252","0.000","-1.000","-67.500","-69.000",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,908,250000
909,905,NA-22-Z-C,Informação em levantamento,"051",ILHA CAVIANA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-49.500","-51.000",,,AP_PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,909,250000
910,906,NA-22-Y-D,Informação em levantamento,"050",MACAPÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-51.000","-52.500",,,AP_PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,910,250000
911,907,NA-22-Y-C,Informação em levantamento,"049",RIO JARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-52.500","-54.000",,,AP_PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,911,250000
912,908,NA-21-Z-D,Informação em levantamento,"048",RIO PARU DE ESTE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-54.000","-55.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,912,250000
913,909,NA-21-Z-C,Informação em levantamento,"047",RIO PARU DE OESTE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-55.500","-57.000",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,913,250000
914,910,NA-19-Z-D,Informação em levantamento,"040",PICO DA NEBLINA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-65,9999","-67,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,914,250000
915,911,NA-19-Z-C,Informação em levantamento,"039",RIO UAUPÉS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-67.500","-69.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,915,250000
916,912,NA-19-Y-D,Informação em levantamento,"038",RIO IAUARETÊ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-69.000","-70.500",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,916,250000
917,913,NA-22-Z-A,Informação em levantamento,"037",CABO NORTE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-49.500","-51.000",,,AP,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,917,250000
918,914,NA-22-Y-B,Informação em levantamento,"036",RIO ARAGUARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-51.000","-52.500",,,AP,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,918,250000
919,915,NA-22-Y-A,Informação em levantamento,"035",SERRA DE TUMUCUMAQUE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-52.500","-54.000",,,AP_PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,919,250000
920,916,NA-21-Z-B,Informação em levantamento,"034",RIO CITARÉ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-54.000","-55.500",,,AP_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,920,250000
921,917,NA-21-Z-A,Informação em levantamento,"033",RIO MARAPI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-55.500","-57.000",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,921,250000
922,918,NA-21-Y-B,Informação em levantamento,"032",SERRA ACARAÍ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-57.000","-58,4999",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,922,250000
923,919,NA-20-Z-A,Informação em levantamento,"029",RIO CATRIMANI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-61,4999","-62,9999",,,AM_RR,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,923,250000
